@relation segment

@attribute original numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Hessian_16.0 numeric
@attribute Hessian_Trace_16.0 numeric
@attribute Hessian_Determinant_16.0 numeric
@attribute Hessian_Eigenvalue_1_16.0 numeric
@attribute Hessian_Eigenvalue_2_16.0 numeric
@attribute Hessian_Orientation_16.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_16.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute class {border,not-border}

@data
0.773067,0.289075,1.511224,-1.992421,0.808957,-0.390441,-1.60198,1.24345,2.91345,0.733914,0.77002,0.28484,1.434063,-1.895968,0.735379,-0.376504,-1.519465,1.221946,2.347985,0.65318,0.753819,0.270763,1.059726,-1.427146,0.425838,-0.305288,-1.121858,1.050388,0.679036,0.333393,0.016201,0.730727,0.239032,0.91324,-1.254724,0.35375,-0.345109,-0.909615,0.568993,0.250844,0.159334,0.039293,0.023092,0.659085,0.059896,0.790493,-1.024729,0.210822,-0.190819,-0.83391,0.132541,0.217137,0.206783,0.110935,0.094734,0.071642,0.513237,0.111518,0.293989,-0.356025,0.020138,-0.026025,-0.33,0.032189,0.005856,0.046201,0.256783,0.240582,0.21749,0.145848,0.608133,0.697896,0.551915,6.081327,0.047314,0.600136,border
0.712325,0.361168,1.153711,-1.462106,0.359384,-0.139352,-1.322755,1.176923,1.496902,0.700221,0.713611,0.356179,1.129373,-1.427596,0.338427,-0.128852,-1.298743,1.177652,1.394669,0.684322,0.714154,0.328777,0.968177,-1.19848,0.210095,-0.053358,-1.145122,1.163653,0.856031,0.595975,-0.000543,0.697036,0.291146,0.719053,-0.900335,0.122785,-0.050504,-0.849831,1.127273,0.258957,0.319462,0.016575,0.017118,0.646731,0.12744,0.536323,-0.745697,0.131654,-0.251508,-0.494189,0.492615,0.016374,0.029447,0.06688,0.067423,0.050305,0.524901,0.076587,0.279978,-0.344014,0.01995,-0.033179,-0.310835,0.038994,0.004562,0.038547,0.18871,0.189253,0.172135,0.12183,0.610567,0.668169,0.58248,6.105675,0.027464,0.601568,border
0.668798,0.380393,0.720941,-0.642302,-0.086882,0.295323,-0.937625,1.254125,0.313572,0.76008,0.668968,0.37584,0.747203,-0.667865,-0.090998,0.302478,-0.970343,1.257254,0.361312,0.810036,0.669101,0.3494,0.844576,-0.746544,-0.118118,0.344293,-1.090837,1.274612,0.573936,1.0298,-0.000133,0.659071,0.299628,0.732959,-0.598656,-0.113079,0.337345,-0.936001,1.318654,0.290547,0.810704,0.009896,0.01003,0.627809,0.159055,0.37877,-0.468628,0.0353,-0.036306,-0.432322,1.29036,0.017221,0.078414,0.041159,0.041292,0.031263,0.532318,0.044161,0.260095,-0.325173,0.019014,-0.04076,-0.284412,0.04535,0.003139,0.029683,0.136649,0.136783,0.126753,0.09549,0.607385,0.642571,0.549425,6.073847,0.033501,0.618612,border
0.622148,0.335859,0.811323,0.076744,-0.349461,0.876147,-0.799403,1.384369,0.008267,1.403735,0.622683,0.33302,0.835304,0.028094,-0.373534,0.878606,-0.850512,1.383325,0.00118,1.494925,0.62522,0.312716,0.95517,-0.216475,-0.462185,0.865313,-1.081788,1.39068,0.088831,1.895601,-0.002537,0.622523,0.266559,0.878009,-0.318743,-0.350834,0.708077,-1.026819,1.421958,0.152896,1.504932,0.00016,0.002697,0.607233,0.155367,0.406815,-0.233823,-0.057787,0.261124,-0.494947,1.440426,0.015627,0.285821,0.01545,0.017987,0.015289,0.535842,0.015104,0.238626,-0.303848,0.017663,-0.047832,-0.256016,0.050165,0.002001,0.02167,0.086841,0.089378,0.08668,0.071391,0.599977,0.663708,0.504691,5.999766,0.055144,0.616503,border
0.590552,0.217251,1.267505,0.525143,-0.688034,1.493001,-0.967858,1.447262,0.835024,3.027912,0.590639,0.216997,1.256834,0.461336,-0.704192,1.461439,-1.000104,1.452541,0.644791,3.029598,0.591549,0.215826,1.208238,0.107754,-0.737516,1.270774,-1.163019,1.475078,0.034388,2.961674,-0.00091,0.592967,0.197014,1.057406,-0.105314,-0.561148,1.009342,-1.114656,1.488115,0.025018,2.255684,-0.002327,-0.001417,0.589131,0.124098,0.511682,-0.069449,-0.130106,0.477744,-0.547192,1.492217,0.002533,0.525247,0.001508,0.002418,0.003836,0.535852,0.013448,0.219351,-0.284015,0.016254,-0.053555,-0.23046,0.051352,0.001262,0.015648,0.054788,0.055698,0.057115,0.053279,0.591398,0.678282,0.471346,5.913984,0.072739,0.603916,border
0.576711,0.077507,1.263619,0.161304,-0.792198,1.344537,-1.183233,1.505163,0.083126,3.194812,0.576303,0.082809,1.262574,0.136266,-0.793717,1.331746,-1.195481,1.509576,0.059297,3.193438,0.574555,0.109384,1.277755,0.014278,-0.81936,1.287304,-1.273026,1.527016,0.000668,3.277644,0.001748,0.574693,0.107699,1.186292,-0.000152,-0.706187,1.188358,-1.18851,1.528315,0,2.82475,0.00161,-0.000138,0.576415,0.076404,0.579203,0.006219,-0.168535,0.583704,-0.577485,1.521496,0.000026,0.674179,-0.000112,-0.00186,-0.001722,0.532686,0.037219,0.204938,-0.268664,0.015078,-0.057295,-0.211369,0.046181,0.000857,0.011869,0.043617,0.041869,0.042007,0.043729,0.583333,0.68012,0.458234,5.833327,0.081837,0.590985,border
0.588775,0.089106,1.20224,-0.432992,-0.630045,0.947047,-1.380038,1.542326,0.507638,2.707663,0.585759,0.088044,1.22132,-0.379873,-0.674668,1.002325,-1.382197,1.544149,0.41025,2.842974,0.573161,0.084063,1.336945,-0.13289,-0.885464,1.267631,-1.40052,1.552689,0.06286,3.559515,0.012598,0.569869,0.061294,1.231806,-0.007577,-0.75919,1.228449,-1.236026,1.551824,0.000174,3.036819,0.01589,0.003291,0.570507,0.028713,0.573701,-0.016422,-0.164681,0.565808,-0.58223,1.543249,0.000178,0.658995,0.015252,0.002654,-0.000637,0.526596,0.059933,0.196653,-0.259387,0.014299,-0.058682,-0.200705,0.033344,0.000679,0.010085,0.059163,0.046565,0.043273,0.043911,0.576604,0.671456,0.460079,5.766044,0.081658,0.58062,border
0.582792,0.13132,1.700085,0.127665,-1.437302,1.7617,-1.634035,1.560465,0.093968,5.765508,0.582328,0.135656,1.672426,0.098208,-1.393904,1.720221,-1.622012,1.561885,0.053869,5.585261,0.58033,0.158878,1.504814,-0.067595,-1.12995,1.470258,-1.537854,1.569714,0.020672,4.52437,0.001997,0.57899,0.136669,1.175347,-0.148112,-0.679755,1.096618,-1.24473,1.569174,0.060129,2.740957,0.003338,0.001341,0.571177,0.03206,0.500987,-0.137049,-0.116112,0.423019,-0.560068,1.564665,0.009076,0.48323,0.011151,0.009154,0.007813,0.517719,0.082073,0.194342,-0.25617,0.013926,-0.057661,-0.198509,0.015474,0.000651,0.009919,0.064609,0.062612,0.061271,0.053458,0.571687,0.654847,0.474394,5.716871,0.071018,0.576793,border
0.594288,0.356772,1.637651,-0.147635,-1.335008,1.563533,-1.711167,-1.527749,0.116866,5.361829,0.596821,0.346317,1.599793,-0.201925,-1.263718,1.495227,-1.697153,-1.529021,0.207769,5.095646,0.605992,0.288233,1.391963,-0.439759,-0.874232,1.138487,-1.578245,-1.536668,0.713662,3.690317,-0.009171,0.600646,0.21212,1.021304,-0.464337,-0.414097,0.735302,-1.199639,-1.550871,0.40362,1.871999,-0.003825,0.005346,0.576526,0.052424,0.417987,-0.342423,-0.02881,0.169739,-0.512162,-1.544473,0.027261,0.232494,0.020295,0.029466,0.02412,0.506078,0.104394,0.196586,-0.257459,0.01382,-0.054544,-0.202915,-0.002134,0.00073,0.011007,0.090743,0.099914,0.094568,0.070448,0.569228,0.630261,0.49161,5.692284,0.05109,0.576334,border
0.668675,0.382462,1.479864,-1.760233,0.434241,-0.055054,-1.705178,-1.395977,4.218358,1.361455,0.665697,0.373662,1.445494,-1.689889,0.365678,-0.010375,-1.679514,-1.409703,3.978064,1.393013,0.650304,0.32652,1.25793,-1.313145,0.06386,0.200431,-1.513576,-1.471679,2.532916,1.46891,0.015393,0.630028,0.239637,0.908014,-0.940637,0.028624,0.150287,-1.090924,-1.50759,0.681561,0.770302,0.035669,0.020276,0.583163,0.044747,0.44956,-0.603572,0.080717,-0.157857,-0.445715,-1.433583,0.015093,0.041431,0.082534,0.067141,0.046865,0.491611,0.127397,0.200914,-0.260487,0.013742,-0.049977,-0.21051,-0.015781,0.000874,0.012885,0.174086,0.158693,0.138417,0.091552,0.566277,0.596594,0.513599,5.66277,0.026114,0.570835,border
0.697613,0.247919,1.705639,-2.286555,1.15392,-0.589809,-1.696746,-1.433311,3.203165,0.612655,0.696275,0.251423,1.666917,-2.239816,1.113424,-0.589305,-1.650512,-1.427053,2.824847,0.56308,0.687546,0.258827,1.439071,-1.959557,0.879172,-0.577797,-1.38176,-1.385516,1.240959,0.323178,0.00873,0.658906,0.197308,1.067232,-1.488296,0.534883,-0.549864,-0.938432,-1.263535,0.167218,0.075493,0.037369,0.02864,0.586629,0.014074,0.626068,-0.875603,0.186582,-0.336921,-0.538682,-0.292944,0.015605,0.020354,0.109646,0.100916,0.072277,0.474213,0.151176,0.204134,-0.26179,0.013427,-0.044798,-0.216992,-0.024922,0.001016,0.014826,0.222062,0.213332,0.184693,0.112416,0.560283,0.584771,0.544338,5.602832,0.013747,0.558949,border
0.726827,0.172162,1.845122,-2.604358,1.688801,-1.184969,-1.419389,-1.420327,0.186365,0.027477,0.72532,0.166632,1.827122,-2.58137,1.661858,-1.201135,-1.380234,-1.257389,0.10687,0.016038,0.713423,0.137327,1.720329,-2.42086,1.446194,-1.015767,-1.405093,-0.370759,0.444159,0.075788,0.011898,0.677509,0.079198,1.46594,-2.009355,0.938989,-0.629479,-1.379876,-0.198725,1.136752,0.281548,0.047811,0.035913,0.582109,0.08434,0.832243,-1.102341,0.260151,-0.255746,-0.846595,-0.113904,0.212107,0.174551,0.143211,0.131313,0.0954,0.453797,0.175364,0.202849,-0.257819,0.012654,-0.039873,-0.217946,-0.030694,0.001054,0.015855,0.271523,0.259626,0.223713,0.128312,0.548764,0.616569,0.509084,5.487644,0.037184,0.537819,border
0.737165,0.080913,2.43135,-3.245726,2.29344,-0.797945,-2.447781,-0.166589,14.337557,1.360979,0.734598,0.079935,2.397306,-3.191402,2.201699,-0.765564,-2.425838,-0.161166,14.037598,1.378255,0.718802,0.084801,2.218764,-2.897423,1.72293,-0.581722,-2.315701,-0.133833,12.620637,1.503341,0.015796,0.675933,0.123843,1.882758,-2.39701,1.092684,-0.369373,-2.027637,-0.107034,7.899825,1.374921,0.058665,0.042868,0.565347,0.192556,0.969799,-1.226793,0.281014,-0.176954,-1.049839,-0.081082,0.573358,0.380964,0.169251,0.153455,0.110586,0.430348,0.199156,0.194075,-0.24555,0.011306,-0.035967,-0.209583,-0.034504,0.000909,0.015071,0.304249,0.288453,0.245585,0.134999,0.528271,0.634185,0.473993,5.28271,0.057498,0.507046,border
0.754896,0.35991,1.525941,-0.98696,-0.913653,1.027819,-2.014779,0.346776,4.508776,4.628702,0.755299,0.35571,1.548911,-1.06052,-0.872425,0.988687,-2.049207,0.346328,5.189828,4.614401,0.755615,0.332842,1.682092,-1.449469,-0.579057,0.7614,-2.210869,0.336766,9.280339,4.41719,-0.000315,0.7341,0.261136,1.699783,-1.643724,-0.203025,0.503644,-2.147367,0.26114,9.494036,3.51393,0.0212,0.021515,0.648294,0.080453,1.097027,-1.084942,-0.028075,0.260461,-1.345404,0.154421,1.517753,1.289401,0.107006,0.107321,0.085806,0.512408,0.150335,0.300676,-0.296843,-0.002373,0.072496,-0.36934,0.161437,0.008601,0.097609,0.242892,0.243207,0.221692,0.135886,0.591126,0.764015,0.46394,5.911257,0.10487,0.581454,border
0.719896,0.361583,1.631901,-0.998372,-1.298916,1.249828,-2.2482,0.437506,6.904858,6.234961,0.71947,0.363734,1.60657,-1.032141,-1.200334,1.187489,-2.21963,0.438589,6.755825,5.895987,0.716387,0.374548,1.482667,-1.19884,-0.691888,0.850475,-2.049315,0.441815,6.0669,4.215917,0.003083,0.698538,0.333687,1.288521,-1.211134,-0.229606,0.496933,-1.708067,0.387373,3.983398,2.446564,0.020932,0.01785,0.635038,0.119677,0.858125,-0.825538,-0.049924,0.255397,-1.080934,0.250688,0.675769,0.900803,0.084432,0.08135,0.0635,0.522308,0.126704,0.290404,-0.280096,-0.004792,0.080925,-0.361021,0.199983,0.007672,0.097677,0.197162,0.194079,0.176229,0.112729,0.591115,0.753834,0.476501,5.911151,0.091316,0.584037,border
0.692145,0.422014,1.704415,-1.499494,-0.638699,0.822451,-2.321946,0.514617,10.610276,5.055846,0.690701,0.422291,1.652545,-1.461525,-0.612567,0.802359,-2.263884,0.517335,9.643132,4.79499,0.681906,0.422221,1.366984,-1.239123,-0.46151,0.688481,-1.927604,0.537776,5.337287,3.450421,0.008795,0.663225,0.374701,0.987388,-0.892569,-0.236008,0.504557,-1.397126,0.536412,1.724836,1.8213,0.027477,0.018682,0.619224,0.145282,0.628539,-0.563172,-0.068552,0.27417,-0.837342,0.393307,0.247445,0.625285,0.071478,0.062683,0.044001,0.530929,0.105031,0.277608,-0.261933,-0.006752,0.087772,-0.349705,0.239261,0.00658,0.095706,0.159772,0.150978,0.132296,0.088295,0.590054,0.73201,0.490426,5.900545,0.080293,0.574397,border
0.671124,0.504452,1.804625,-2.111968,0.39278,0.238735,-2.350704,0.667093,17.392174,3.406086,0.667872,0.499902,1.727844,-1.998177,0.283193,0.279887,-2.278064,0.669256,15.243291,3.319122,0.651228,0.469543,1.311283,-1.37045,-0.169722,0.486824,-1.857274,0.683116,6.11888,2.771327,0.016644,0.630375,0.389244,0.810413,-0.652318,-0.272234,0.565711,-1.218029,0.708633,0.857276,1.597741,0.037497,0.020853,0.603102,0.158208,0.447344,-0.314719,-0.089155,0.331957,-0.646676,0.578523,0.061212,0.479585,0.06477,0.048126,0.027273,0.538542,0.085556,0.263775,-0.244717,-0.008026,0.092173,-0.33689,0.277479,0.005525,0.092056,0.12933,0.112686,0.091833,0.06456,0.588295,0.711262,0.504178,5.882955,0.074536,0.566547,border
0.619878,0.570896,1.374059,-1.332623,-0.563772,0.736122,-2.068745,0.841137,7.473823,4.037573,0.619234,0.559577,1.336361,-1.285071,-0.554392,0.732994,-2.018065,0.840882,6.748251,3.87879,0.613806,0.493867,1.111626,-0.977283,-0.511595,0.732902,-1.710185,0.84261,3.261266,3.033393,0.005428,0.599934,0.377082,0.726182,-0.387449,-0.392855,0.736088,-1.123536,0.872207,0.332574,1.742577,0.0193,0.013872,0.588474,0.151395,0.350027,-0.08975,-0.115465,0.440042,-0.529792,0.780696,0.004465,0.470923,0.030759,0.025332,0.01146,0.545387,0.068373,0.250284,-0.230576,-0.008454,0.09323,-0.323806,0.312156,0.004625,0.086981,0.073846,0.068419,0.054547,0.043087,0.586239,0.698094,0.512897,5.862387,0.074524,0.560955,border
0.587483,0.488847,1.335333,-0.43854,-1.153274,1.384785,-1.823325,0.992583,2.898094,5.150158,0.58648,0.482579,1.311719,-0.437813,-1.114989,1.357674,-1.795487,0.992859,2.660801,4.975269,0.582227,0.439208,1.159112,-0.404399,-0.891568,1.199088,-1.603487,0.997516,1.431994,3.932349,0.004253,0.576599,0.328738,0.845164,-0.108947,-0.542046,1.004617,-1.113564,1.009748,0.169571,2.248258,0.009881,0.005628,0.578396,0.125297,0.414996,0.076251,-0.142151,0.580048,-0.503797,0.935125,0.011732,0.588562,0.008083,0.00383,-0.001798,0.550788,0.054557,0.239374,-0.222295,-0.007926,0.090256,-0.312551,0.338996,0.004013,0.081146,0.035692,0.031439,0.025811,0.027609,0.585579,0.696991,0.495544,5.855787,0.080608,0.577568,border
0.561372,0.396577,1.465082,-0.090087,-1.37319,1.648994,-1.739081,1.125419,1.409348,5.758465,0.562007,0.391064,1.444918,-0.088875,-1.339491,1.628457,-1.717332,1.123652,1.337566,5.616415,0.563877,0.355282,1.314374,-0.050315,-1.132812,1.510274,-1.560589,1.113199,0.892752,4.736607,-0.001869,0.563554,0.26356,1.020032,0.12209,-0.706508,1.266805,-1.144714,1.10622,0.266832,2.925326,-0.001547,0.000322,0.575074,0.1029,0.496126,0.179596,-0.170926,0.691341,-0.511745,1.042773,0.031152,0.725641,-0.013067,-0.011198,-0.01152,0.555835,0.044071,0.232652,-0.221981,-0.006399,0.082482,-0.304463,0.355337,0.003689,0.074893,0.006172,0.008041,0.007719,0.019239,0.5885,0.705174,0.487648,5.884997,0.086791,0.58191,border
0.558777,0.297208,1.611487,0.114368,-1.545528,1.822393,-1.708025,1.246185,0.691083,6.280537,0.559039,0.294523,1.594226,0.122098,-1.521758,1.813866,-1.691767,1.240503,0.669012,6.182102,0.559823,0.274837,1.48628,0.178361,-1.361519,1.753035,-1.574674,1.208885,0.598424,5.546694,-0.000784,0.562427,0.21129,1.185958,0.269877,-0.876058,1.477306,-1.207429,1.179588,0.371085,3.609211,-0.003388,-0.002604,0.578977,0.104936,0.557779,0.213676,-0.195606,0.751411,-0.537736,1.117272,0.039973,0.831112,-0.019938,-0.019154,-0.01655,0.560495,0.036767,0.230897,-0.22975,-0.00397,0.07043,-0.300181,0.35966,0.00362,0.068717,-0.001456,-0.000673,0.001932,0.018482,0.595157,0.715458,0.487793,5.951572,0.091141,0.583611,border
0.556403,0.1797,1.860568,0.817486,-1.620528,2.299563,-1.482077,1.308762,4.778495,7.150398,0.558403,0.186602,1.846519,0.756924,-1.65419,2.27447,-1.517546,1.301883,4.119217,7.189695,0.568467,0.219582,1.735734,0.44599,-1.68761,2.087042,-1.641053,1.268499,1.382273,6.949347,-0.010064,0.575777,0.209012,1.340886,0.287467,-1.067378,1.618886,-1.331419,1.23587,0.35965,4.352149,-0.017374,-0.00731,0.590933,0.137915,0.580881,0.166501,-0.211291,0.743889,-0.577388,1.169455,0.024199,0.872886,-0.03253,-0.022466,-0.015156,0.564762,0.03067,0.234845,-0.24591,-0.000627,0.054502,-0.300412,0.351285,0.003809,0.062982,-0.006359,0.003705,0.011015,0.026171,0.605574,0.725159,0.494874,6.055738,0.09193,0.59116,border
0.588702,0.35929,1.958538,0.722282,-1.990194,2.420077,-1.697795,1.271987,4.482425,8.494363,0.590428,0.354085,1.929445,0.657082,-1.967382,2.365829,-1.708747,1.273557,3.645905,8.313504,0.598422,0.328789,1.758388,0.333359,-1.750199,2.054071,-1.720712,1.281074,0.87978,7.126704,-0.007995,0.603981,0.288018,1.330086,0.145929,-1.024393,1.510558,-1.364629,1.278422,0.149106,4.133837,-0.013553,-0.005559,0.610589,0.183522,0.529593,0.029374,-0.178663,0.61442,-0.585046,1.199817,0.005055,0.721091,-0.020161,-0.012166,-0.006608,0.56742,0.034247,0.245767,-0.27004,0.003701,0.035638,-0.305679,0.321071,0.004244,0.058276,0.023007,0.031002,0.036561,0.043168,0.620278,0.726951,0.515936,6.202785,0.081724,0.617935,border
0.65291,0.520081,1.746881,-0.226945,-1.495632,1.663339,-1.890285,1.303359,3.064001,6.551612,0.652183,0.509556,1.728336,-0.230547,-1.48573,1.650839,-1.881386,1.304672,2.621679,6.44585,0.64893,0.452158,1.609615,-0.24222,-1.366787,1.553788,-1.796008,1.314009,1.022055,5.701064,0.003253,0.645289,0.372082,1.238012,-0.17937,-0.834741,1.211042,-1.390412,1.320301,0.203068,3.411371,0.006894,0.003641,0.635855,0.217477,0.467088,-0.181224,-0.112428,0.402703,-0.583927,1.211538,0.017307,0.498084,0.016328,0.013075,0.009434,0.569148,0.040713,0.261842,-0.299309,0.00863,0.016595,-0.315904,0.279272,0.00496,0.055291,0.083036,0.079782,0.076141,0.066708,0.637821,0.728464,0.550337,6.378212,0.066034,0.644024,border
0.716108,0.547109,1.718315,-1.494391,-0.370666,0.629885,-2.124277,1.386505,8.415398,3.849817,0.715555,0.543492,1.683149,-1.430334,-0.405575,0.652119,-2.082452,1.385089,7.539677,3.796319,0.709399,0.514781,1.474923,-1.049156,-0.55626,0.772203,-1.821358,1.37582,3.493692,3.424808,0.006156,0.694062,0.4319,1.100358,-0.601869,-0.441178,0.73419,-1.336059,1.361265,0.717666,2.189051,0.021493,0.015337,0.664034,0.231802,0.450665,-0.441353,-0.007793,0.120713,-0.562066,1.172613,0.03797,0.248329,0.051521,0.045366,0.030028,0.56958,0.052077,0.281699,-0.331294,0.013918,-0.000946,-0.330348,0.228708,0.005969,0.054261,0.145975,0.139819,0.124482,0.094454,0.655394,0.72746,0.593836,6.553935,0.046141,0.661853,border
0.774789,0.534689,1.548106,-1.840585,0.470948,-0.077283,-1.763302,1.425567,5.955472,1.547168,0.773558,0.532323,1.513664,-1.787839,0.42801,-0.054531,-1.733307,1.421458,5.495328,1.523348,0.764937,0.519168,1.308144,-1.471296,0.20232,0.072726,-1.544022,1.404758,3.196618,1.370582,0.008621,0.743304,0.457239,0.942831,-0.996912,0.033601,0.146517,-1.143429,1.380646,0.892151,0.862151,0.030254,0.021634,0.691916,0.22257,0.527191,-0.724168,0.11799,-0.202116,-0.522052,0.976023,0.027248,0.052712,0.081643,0.073022,0.051388,0.568216,0.069342,0.303321,-0.362943,0.019076,-0.014877,-0.348066,0.174211,0.007315,0.055508,0.205342,0.196722,0.175088,0.1237,0.670994,0.722402,0.633943,6.709937,0.027101,0.667772,border
0.820198,0.478141,1.148433,-1.525626,0.50442,-0.356093,-1.169533,1.276273,0.835501,0.354702,0.819452,0.477935,1.147577,-1.526559,0.506455,-0.363065,-1.163494,1.272396,0.810986,0.345891,0.812987,0.475054,1.139039,-1.522193,0.517075,-0.405566,-1.116627,1.268182,0.618736,0.295051,0.006465,0.790103,0.417874,1.018266,-1.379055,0.459633,-0.480871,-0.898184,1.116368,0.157622,0.146347,0.02935,0.022885,0.716026,0.172675,0.748953,-1.021636,0.245475,-0.305794,-0.715842,0.3007,0.104755,0.089022,0.103427,0.096962,0.074077,0.56372,0.091882,0.322992,-0.39039,0.023619,-0.024859,-0.365531,0.124045,0.008866,0.05804,0.255732,0.249267,0.226382,0.152305,0.682258,0.724153,0.624099,6.822584,0.03407,0.689152,border
0.851154,0.438853,1.111811,-1.431971,0.409311,-0.226955,-1.205017,0.418793,1.084035,0.506141,0.851392,0.436306,1.130381,-1.467276,0.441183,-0.258358,-1.208918,0.409513,1.106901,0.480784,0.849435,0.418932,1.230163,-1.630462,0.584813,-0.387531,-1.242931,0.34972,1.356573,0.426817,0.001957,0.825273,0.339328,1.297893,-1.70872,0.632764,-0.412542,-1.296178,0.20231,2.010115,0.519385,0.026119,0.024162,0.731804,0.099778,0.984717,-1.269698,0.322931,-0.235736,-1.033962,0.035256,0.652635,0.349159,0.119588,0.117631,0.093469,0.556532,0.117737,0.337865,-0.410218,0.026864,-0.030632,-0.379586,0.082132,0.010259,0.060891,0.29486,0.292903,0.268741,0.175272,0.687553,0.761973,0.598756,6.875533,0.056959,0.69736,border
0.888082,0.347542,1.621576,-1.970511,0.641157,-0.162401,-1.80811,0.035929,8.235189,1.530362,0.887116,0.343385,1.631063,-1.970302,0.621948,-0.145314,-1.824988,0.038399,8.496479,1.594898,0.879543,0.315438,1.701754,-1.989129,0.537053,-0.055599,-1.933529,0.039033,10.066505,1.979029,0.007573,0.849242,0.220381,1.761387,-2.063141,0.581854,-0.057913,-2.005227,0.008142,10.058722,2.034625,0.037874,0.030301,0.738371,0.059172,1.203488,-1.462268,0.345041,-0.117553,-1.344715,-0.009707,1.69896,0.767965,0.148745,0.141172,0.110871,0.54655,0.146207,0.346446,-0.421357,0.028674,-0.033415,-0.387941,0.050116,0.01117,0.062864,0.340566,0.332992,0.302691,0.19182,0.686889,0.807937,0.570842,6.868891,0.08295,0.692948,border
0.417784,0.311402,0.608685,0.534958,-0.057719,0.775936,-0.240978,-1.314371,0.147971,0.517057,0.418726,0.306716,0.614186,0.547294,-0.052312,0.778017,-0.230723,-1.331721,0.152395,0.508778,0.422784,0.280737,0.651693,0.627916,-0.02113,0.803242,-0.175326,-1.410866,0.18878,0.478798,-0.004059,0.432368,0.240171,0.630366,0.689468,0.035417,0.753206,-0.063737,-1.422023,0.158629,0.333698,-0.013643,-0.009584,0.465695,0.150343,0.281062,0.371463,0.027972,0.299957,0.071506,-1.194825,0.003601,0.026095,-0.04697,-0.042911,-0.033327,0.483883,0.062447,0.194156,-0.093237,-0.014505,0.13602,-0.229258,-0.010171,0.00058,0.066714,-0.065157,-0.061099,-0.051515,-0.018188,0.481073,0.505377,0.442764,4.810729,0.020513,0.481879,not-border
