@relation segment

@attribute original numeric
@attribute Sobel_filter_0.0 numeric
@attribute Hessian_0.0 numeric
@attribute Hessian_Trace_0.0 numeric
@attribute Hessian_Determinant_0.0 numeric
@attribute Hessian_Eigenvalue_1_0.0 numeric
@attribute Hessian_Eigenvalue_2_0.0 numeric
@attribute Hessian_Orientation_0.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_0.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_0.0 numeric
@attribute Gaussian_blur_1.0 numeric
@attribute Sobel_filter_1.0 numeric
@attribute Hessian_1.0 numeric
@attribute Hessian_Trace_1.0 numeric
@attribute Hessian_Determinant_1.0 numeric
@attribute Hessian_Eigenvalue_1_1.0 numeric
@attribute Hessian_Eigenvalue_2_1.0 numeric
@attribute Hessian_Orientation_1.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_1.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_1.0 numeric
@attribute Gaussian_blur_2.0 numeric
@attribute Sobel_filter_2.0 numeric
@attribute Hessian_2.0 numeric
@attribute Hessian_Trace_2.0 numeric
@attribute Hessian_Determinant_2.0 numeric
@attribute Hessian_Eigenvalue_1_2.0 numeric
@attribute Hessian_Eigenvalue_2_2.0 numeric
@attribute Hessian_Orientation_2.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_2.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_2.0 numeric
@attribute Difference_of_gaussians_2.0_1.0 numeric
@attribute Gaussian_blur_4.0 numeric
@attribute Sobel_filter_4.0 numeric
@attribute Hessian_4.0 numeric
@attribute Hessian_Trace_4.0 numeric
@attribute Hessian_Determinant_4.0 numeric
@attribute Hessian_Eigenvalue_1_4.0 numeric
@attribute Hessian_Eigenvalue_2_4.0 numeric
@attribute Hessian_Orientation_4.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_4.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_4.0 numeric
@attribute Difference_of_gaussians_4.0_1.0 numeric
@attribute Difference_of_gaussians_4.0_2.0 numeric
@attribute Gaussian_blur_8.0 numeric
@attribute Sobel_filter_8.0 numeric
@attribute Hessian_8.0 numeric
@attribute Hessian_Trace_8.0 numeric
@attribute Hessian_Determinant_8.0 numeric
@attribute Hessian_Eigenvalue_1_8.0 numeric
@attribute Hessian_Eigenvalue_2_8.0 numeric
@attribute Hessian_Orientation_8.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_8.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_8.0 numeric
@attribute Difference_of_gaussians_8.0_1.0 numeric
@attribute Difference_of_gaussians_8.0_2.0 numeric
@attribute Difference_of_gaussians_8.0_4.0 numeric
@attribute Gaussian_blur_16.0 numeric
@attribute Sobel_filter_16.0 numeric
@attribute Hessian_16.0 numeric
@attribute Hessian_Trace_16.0 numeric
@attribute Hessian_Determinant_16.0 numeric
@attribute Hessian_Eigenvalue_1_16.0 numeric
@attribute Hessian_Eigenvalue_2_16.0 numeric
@attribute Hessian_Orientation_16.0 numeric
@attribute Hessian_Square_Eigenvalue_Difference_16.0 numeric
@attribute Hessian_Normalized_Eigenvalue_Difference_16.0 numeric
@attribute Difference_of_gaussians_16.0_1.0 numeric
@attribute Difference_of_gaussians_16.0_2.0 numeric
@attribute Difference_of_gaussians_16.0_4.0 numeric
@attribute Difference_of_gaussians_16.0_8.0 numeric
@attribute Membrane_projections_0_19_1 numeric
@attribute Membrane_projections_1_19_1 numeric
@attribute Membrane_projections_2_19_1 numeric
@attribute Membrane_projections_3_19_1 numeric
@attribute Membrane_projections_4_19_1 numeric
@attribute Membrane_projections_5_19_1 numeric
@attribute class {border,not-border}

@data
0.761003,0.127165,0.858479,-1.136574,0.274669,-0.273982,-0.862592,-0.84828,0.405564,0.223006,0.760935,0.124499,0.883321,-1.185374,0.309666,-0.32228,-0.863094,-0.811898,0.345666,0.187257,0.758893,0.110709,1.044084,-1.463075,0.522016,-0.576412,-0.886663,-0.472458,0.112634,0.052529,0.002042,0.736839,0.093934,1.239403,-1.724066,0.712564,-0.618353,-1.105713,-0.287971,0.381236,0.125216,0.024096,0.022054,0.645636,0.19385,0.850313,-1.157763,0.304028,-0.330142,-0.827621,-0.280932,0.168961,0.124975,0.115299,0.113257,0.091203,0.50172,0.223139,0.233198,-0.315689,0.021994,-0.081529,-0.23416,-0.360224,0.00117,0.0117,0.259215,0.257174,0.235119,0.143917,0.593652,0.668277,0.52257,5.936516,0.047171,0.591979,border
0.747478,0.135101,1.151394,-0.865611,-0.306391,0.553509,-1.41912,-0.113014,1.426385,1.980625,0.747616,0.135754,1.124672,-0.886737,-0.256692,0.503036,-1.389772,-1.449332,1.38205,1.818437,0.746441,0.138413,1.006858,-1.017678,-0.006431,0.220829,-1.238508,-1.379688,1.095619,1.067333,0.001175,0.730899,0.108523,0.939364,-1.218942,0.283018,-0.18654,-1.032402,-1.215382,0.54083,0.358672,0.016717,0.015542,0.661688,0.124368,0.690265,-0.958158,0.212171,-0.294825,-0.663333,-0.795969,0.065671,0.070123,0.085928,0.084753,0.069211,0.527669,0.198497,0.248156,-0.336321,0.024939,-0.086623,-0.249698,-0.386566,0.001517,0.013369,0.219947,0.218772,0.20323,0.134019,0.616758,0.673798,0.558041,6.167583,0.036571,0.615014,border
0.751386,0.162771,1.407192,-1.380515,-0.117232,0.399732,-1.780247,-1.288634,4.499891,2.382336,0.749213,0.158525,1.372654,-1.331968,-0.130752,0.406363,-1.73833,-1.293048,4.058335,2.30441,0.737895,0.141377,1.194812,-1.084037,-0.183691,0.436637,-1.520674,-1.310501,2.255996,1.915721,0.011318,0.721063,0.116975,0.962419,-0.90421,-0.092316,0.319034,-1.223243,-1.304301,0.978956,1.189544,0.02815,0.016832,0.670975,0.089118,0.58359,-0.727073,0.081235,-0.044409,-0.682663,-1.178876,0.108395,0.204036,0.078238,0.06692,0.050088,0.550598,0.172889,0.259943,-0.353123,0.027589,-0.092036,-0.261087,-0.411971,0.001792,0.014345,0.198615,0.187297,0.170465,0.120377,0.63619,0.698056,0.58266,6.361895,0.04567,0.632907,border
0.737425,0.136442,1.57784,-1.4988,-0.290622,0.556379,-2.055179,-1.229555,7.71856,3.413141,0.736717,0.134081,1.541347,-1.442025,-0.305648,0.564044,-2.006069,-1.23748,6.907199,3.304961,0.730346,0.117485,1.350563,-1.124842,-0.384575,0.621528,-1.74637,-1.28107,3.548574,2.803657,0.006371,0.713776,0.091845,1.08815,-0.705004,-0.398873,0.670398,-1.375402,-1.332018,1.040878,2.092696,0.022941,0.01657,0.678256,0.081886,0.587249,-0.52186,-0.052275,0.229695,-0.751555,-1.300214,0.131195,0.48147,0.058461,0.05209,0.03552,0.57043,0.146419,0.271131,-0.369117,0.0303,-0.097878,-0.271239,-0.425854,0.002051,0.015048,0.166287,0.159916,0.143346,0.107826,0.653611,0.735614,0.565003,6.536108,0.065951,0.653561,border
0.733487,0.077389,1.471335,-1.042649,-0.668989,0.850232,-1.892882,-1.294652,4.094169,3.763193,0.731914,0.074621,1.469461,-1.020292,-0.686972,0.866194,-1.886486,-1.298113,3.944462,3.788886,0.724628,0.061498,1.428838,-0.866901,-0.751701,0.937402,-1.804302,-1.322285,2.83651,3.759501,0.007286,0.711989,0.064044,1.210651,-0.52167,-0.656556,0.942977,-1.464647,-1.361354,0.798908,2.900006,0.019924,0.012639,0.686951,0.09663,0.64416,-0.380147,-0.152341,0.423879,-0.804026,-1.350565,0.109496,0.75414,0.044963,0.037677,0.025038,0.586907,0.118875,0.283532,-0.386249,0.033302,-0.103736,-0.282514,-0.417161,0.002385,0.015983,0.145007,0.137721,0.125083,0.100044,0.670032,0.763301,0.554128,6.700317,0.084292,0.68438,border
0.719523,0.059619,1.464984,-0.325927,-1.081451,1.329602,-1.655529,-1.390913,0.581734,4.455552,0.72066,0.062907,1.475317,-0.34918,-1.091796,1.326575,-1.675754,-1.390321,0.628346,4.507005,0.723749,0.099101,1.497286,-0.428051,-1.101104,1.300262,-1.728313,-1.390258,0.83952,4.588838,-0.003089,0.718024,0.131852,1.27662,-0.355045,-0.802023,1.112792,-1.467837,-1.39518,0.431463,3.335469,0.002636,0.005725,0.699031,0.133406,0.672782,-0.322337,-0.190307,0.496348,-0.818685,-1.374435,0.090836,0.865474,0.021629,0.024718,0.018993,0.599678,0.090048,0.298177,-0.405388,0.03666,-0.108611,-0.296776,-0.381075,0.00291,0.017704,0.120982,0.124071,0.118346,0.099353,0.685546,0.788773,0.554149,6.855462,0.093115,0.700953,border
0.734428,0.220284,1.648898,0.17307,-1.371433,1.745416,-1.572347,-1.476667,0.174738,5.516474,0.735254,0.22021,1.631292,0.117114,-1.351904,1.70342,-1.586306,-1.472339,0.083653,5.42236,0.739187,0.225027,1.528098,-0.16194,-1.190069,1.465034,-1.626974,-1.449925,0.126952,4.787658,-0.003934,0.737216,0.226484,1.243495,-0.324188,-0.753825,1.085568,-1.409756,-1.426498,0.331804,3.120644,-0.001963,0.001971,0.716861,0.171194,0.649461,-0.369478,-0.155757,0.431187,-0.800665,-1.381717,0.104223,0.759663,0.018393,0.022327,0.020356,0.608842,0.059091,0.31648,-0.428247,0.040663,-0.11228,-0.315967,-0.326304,0.003804,0.020746,0.126412,0.130346,0.128375,0.108019,0.701771,0.806658,0.567814,7.017707,0.090061,0.71611,border
0.779148,0.391387,1.384641,-0.227207,-0.940886,1.265426,-1.492632,-1.52017,0.231975,3.819637,0.778354,0.384794,1.375874,-0.245776,-0.925095,1.246212,-1.491988,-1.516287,0.25224,3.763657,0.775415,0.351659,1.31335,-0.366243,-0.807838,1.112303,-1.478546,-1.492425,0.452747,3.36551,0.00294,0.769588,0.306688,1.085255,-0.484083,-0.489381,0.803567,-1.28765,-1.447467,0.516161,2.191971,0.008766,0.005826,0.739571,0.194266,0.59703,-0.518372,-0.053459,0.231712,-0.750084,-1.366628,0.129784,0.482556,0.038783,0.035844,0.030017,0.614062,0.025711,0.33782,-0.453584,0.04499,-0.113278,-0.340306,-0.264174,0.005304,0.025779,0.164292,0.161352,0.155526,0.125509,0.718994,0.810656,0.598942,7.189945,0.07435,0.731962,border
0.835103,0.43644,1.102682,-1.006162,-0.103368,0.339288,-1.34545,-1.54925,1.450165,1.426024,0.833425,0.43305,1.092255,-0.992354,-0.10571,0.340981,-1.333334,-1.546332,1.393432,1.407857,0.825171,0.408654,1.037181,-0.917424,-0.119798,0.353119,-1.270543,-1.513627,1.118027,1.321275,0.008255,0.811123,0.345373,0.895086,-0.796146,-0.092589,0.310133,-1.106278,-1.43852,0.638048,1.004327,0.022302,0.014047,0.764406,0.188964,0.598919,-0.75112,0.096302,-0.076488,-0.674632,-1.287537,0.100966,0.178975,0.069019,0.060765,0.046717,0.61492,0.014612,0.360153,-0.478631,0.049022,-0.110877,-0.367754,-0.206732,0.00756,0.032999,0.218506,0.210251,0.196204,0.149487,0.734791,0.800289,0.647478,7.347912,0.048398,0.744997,border
0.877452,0.407049,1.14767,-1.580914,0.598734,-0.521631,-1.059282,-1.424778,0.358151,0.145064,0.877296,0.403917,1.127368,-1.549316,0.571311,-0.49824,-1.051076,-1.404322,0.363513,0.153393,0.873173,0.382834,1.01379,-1.367823,0.420507,-0.36012,-1.007703,-1.327204,0.390777,0.210072,0.004122,0.852829,0.330831,0.867181,-1.157558,0.286953,-0.26624,-0.891319,-1.277185,0.261769,0.1954,0.024466,0.020344,0.785802,0.148867,0.732387,-1.027032,0.255061,-0.383023,-0.644009,-0.78561,0.036346,0.034796,0.091493,0.087371,0.067027,0.610604,0.055339,0.379457,-0.498102,0.051545,-0.104312,-0.393791,-0.159359,0.010399,0.041927,0.266691,0.262569,0.242225,0.175198,0.745348,0.776952,0.698195,7.453481,0.023919,0.74527,border
0.92266,0.294441,1.201919,-1.577746,0.487052,-0.260958,-1.316788,-0.549258,1.238204,0.624854,0.92117,0.29457,1.18888,-1.568455,0.488654,-0.276757,-1.291698,-0.549198,1.147458,0.576605,0.911847,0.294536,1.132647,-1.532332,0.506895,-0.37341,-1.158922,-0.528133,0.711594,0.343175,0.009323,0.888221,0.254771,1.129638,-1.548986,0.552067,-0.473534,-1.075452,-0.340695,0.448316,0.194503,0.032949,0.023626,0.799198,0.070077,0.966574,-1.304867,0.38133,-0.356567,-0.9483,-0.179267,0.300583,0.177651,0.121973,0.11265,0.089023,0.600884,0.099165,0.392089,-0.508375,0.05197,-0.095268,-0.413107,-0.124127,0.013064,0.050567,0.320286,0.310963,0.287337,0.198314,0.748671,0.812398,0.699382,7.486707,0.035675,0.7465,border
0.939753,0.177791,1.351361,-1.522874,0.114201,0.185846,-1.70872,-0.395899,4.472933,1.866515,0.939643,0.176366,1.367975,-1.565757,0.173469,0.1394,-1.705156,-0.378722,4.443132,1.761435,0.937154,0.16593,1.484662,-1.803257,0.470814,-0.079523,-1.723734,-0.275129,4.48502,1.369302,0.002489,0.910385,0.111231,1.612063,-2.006136,0.699161,-0.22078,-1.785356,-0.141619,4.9303,1.228556,0.029258,0.026769,0.799669,0.069677,1.204021,-1.530907,0.444633,-0.23457,-1.296337,-0.085218,1.32252,0.56533,0.139974,0.137485,0.110715,0.585624,0.144554,0.394222,-0.50593,0.04999,-0.085708,-0.420221,-0.10025,0.014333,0.056006,0.354019,0.35153,0.324761,0.214046,0.741986,0.857676,0.662958,7.419864,0.064613,0.72916,border
0.956816,0.041553,2.23597,-2.361814,0.275819,0.32241,-2.684224,-0.106229,25.987176,4.531258,0.956037,0.036508,2.236437,-2.386408,0.331283,0.291523,-2.677931,-0.10816,25.714739,4.416832,0.94755,0.047421,2.252211,-2.516784,0.60844,0.140302,-2.657086,-0.114377,24.884355,3.913178,0.008488,0.910107,0.131164,2.161769,-2.48824,0.744963,0.02295,-2.51119,-0.090339,19.887475,3.211552,0.045931,0.037443,0.782363,0.219382,1.355457,-1.644795,0.431927,-0.123448,-1.521347,-0.061027,2.643756,0.977711,0.173674,0.165186,0.127743,0.564686,0.189967,0.382329,-0.487403,0.04548,-0.076957,-0.410445,-0.085943,0.013217,0.055641,0.391352,0.382864,0.345421,0.217677,0.723477,0.877623,0.62648,7.23477,0.088112,0.698144,border
0.770494,0.527701,3.241387,-3.608179,1.253098,0.196731,-3.804909,0.027774,104.237061,8.006562,0.768466,0.527854,3.202822,-3.561419,1.209078,0.200123,-3.761542,0.03089,99.534042,7.847394,0.752318,0.530955,2.942122,-3.258239,0.972631,0.204674,-3.462913,0.046943,71.399773,6.725598,0.016148,0.705155,0.521937,2.291999,-2.584972,0.706074,0.096359,-2.681331,0.065925,25.77799,3.85778,0.063311,0.047163,0.588544,0.394715,1.091637,-1.305745,0.253216,-0.06461,-1.241135,0.100283,1.180019,0.692106,0.179922,0.163775,0.116612,0.433293,0.227474,0.239023,-0.30533,0.017434,-0.044293,-0.261037,0.237253,0.00219,0.023489,0.335173,0.319026,0.271863,0.155251,0.532474,0.725345,0.442598,5.32474,0.091299,0.489791,border
0.804622,0.204963,2.313314,-2.759399,1.14983,-0.139915,-2.619484,0.11236,25.155085,3.184521,0.802389,0.206582,2.321974,-2.770842,1.14967,-0.135309,-2.635534,0.111764,25.682594,3.217215,0.788344,0.224102,2.36389,-2.813704,1.135876,-0.109868,-2.703836,0.112733,27.690737,3.403788,0.014045,0.746865,0.26066,2.159374,-2.563096,0.927423,-0.089321,-2.473775,0.120957,18.880732,2.861293,0.055524,0.04148,0.625743,0.266386,1.15292,-1.404183,0.31413,-0.104869,-1.299314,0.138153,1.417156,0.716145,0.176646,0.162601,0.121122,0.458354,0.201416,0.261954,-0.333372,0.020413,-0.045348,-0.288024,0.249048,0.0033,0.029551,0.344035,0.329991,0.288511,0.167389,0.562959,0.706339,0.470255,5.629593,0.080614,0.5358,border
0.800168,0.123958,1.622506,-2.12031,0.894693,-0.388121,-1.732188,0.329149,6.21069,1.078388,0.799947,0.119062,1.650194,-2.157568,0.923368,-0.395767,-1.7618,0.328862,6.363766,1.094997,0.795241,0.096849,1.800428,-2.342395,1.063347,-0.4077,-1.934694,0.30933,7.781259,1.272613,0.004706,0.760855,0.077755,1.789168,-2.277709,0.947588,-0.313912,-1.963797,0.257414,7.52795,1.406879,0.039092,0.034385,0.648208,0.144738,1.08474,-1.364885,0.330826,-0.164752,-1.200133,0.216428,1.008447,0.539819,0.151739,0.147033,0.112648,0.480433,0.173932,0.274627,-0.350371,0.022548,-0.047669,-0.302702,0.275576,0.004014,0.032606,0.319514,0.314808,0.280422,0.167775,0.585108,0.694665,0.498857,5.851077,0.064945,0.569345,border
0.803552,0.153731,1.76274,-2.362065,1.109565,-0.415629,-1.946435,0.700441,7.911649,1.260058,0.801131,0.152346,1.73959,-2.332432,1.081852,-0.414888,-1.917544,0.701796,7.225665,1.202613,0.787606,0.151024,1.614474,-2.167576,0.939067,-0.399889,-1.767688,0.689232,4.565212,0.953792,0.013525,0.754887,0.124837,1.43765,-1.923432,0.750666,-0.36676,-1.556672,0.575659,2.75283,0.717234,0.046245,0.032719,0.657635,0.043468,0.930653,-1.218362,0.290837,-0.208117,-1.010245,0.38039,0.494722,0.325107,0.143496,0.129971,0.097252,0.499398,0.146203,0.278513,-0.35764,0.023749,-0.050558,-0.307083,0.313309,0.004214,0.032921,0.301733,0.288208,0.255489,0.158237,0.600149,0.698719,0.52831,6.001494,0.050463,0.59367,border
0.778118,0.271188,1.791375,-2.264953,0.734949,-0.108665,-2.156288,0.945111,15.551883,2.411308,0.775786,0.266969,1.748251,-2.210575,0.697734,-0.103151,-2.107424,0.950073,13.543801,2.274383,0.762425,0.246464,1.515734,-1.913157,0.511551,-0.072659,-1.840498,0.953422,6.308146,1.653419,0.013361,0.733472,0.20382,1.199453,-1.53847,0.375788,-0.110594,-1.427876,0.901222,2.038351,0.887738,0.042314,0.028952,0.655749,0.056226,0.747879,-0.995008,0.192222,-0.158561,-0.836447,0.671195,0.235097,0.231357,0.120037,0.106676,0.077724,0.514916,0.119413,0.275362,-0.356203,0.023837,-0.052626,-0.303577,0.356468,0.004004,0.031537,0.26087,0.247509,0.218556,0.140833,0.609088,0.687997,0.555551,6.090884,0.046417,0.600063,border
0.745113,0.31255,1.671097,-1.811856,-0.045638,0.398053,-2.209909,1.058737,12.125539,3.548997,0.743009,0.306404,1.635916,-1.769918,-0.052279,0.396397,-2.166315,1.06039,10.960316,3.411774,0.731397,0.277016,1.44855,-1.552807,-0.065548,0.373499,-1.926306,1.070729,6.33181,2.69911,0.011611,0.707829,0.229018,1.123907,-1.207416,-0.01673,0.267962,-1.475378,1.088071,2.154653,1.548034,0.03518,0.023569,0.648633,0.076585,0.621552,-0.756755,0.066589,0.01817,-0.774925,0.964571,0.173506,0.319794,0.094376,0.082764,0.059196,0.527643,0.094022,0.269138,-0.351228,0.023549,-0.054897,-0.296331,0.405634,0.0036,0.029174,0.215365,0.203754,0.180185,0.12099,0.614497,0.686397,0.539312,6.144965,0.055189,0.617917,border
0.709446,0.281056,1.581893,-1.25923,-0.858883,0.956026,-2.215256,1.088034,8.119969,5.090766,0.707963,0.277278,1.559418,-1.249057,-0.812902,0.92752,-2.176577,1.094882,7.612246,4.872041,0.699982,0.258851,1.439869,-1.182342,-0.599448,0.787516,-1.969858,1.134815,5.26745,3.827682,0.007981,0.682386,0.215143,1.159573,-0.91588,-0.385883,0.633945,-1.549825,1.183007,1.95139,2.40506,0.025577,0.017596,0.639644,0.080306,0.594365,-0.536767,-0.064314,0.254664,-0.791431,1.143077,0.149843,0.557023,0.06832,0.060339,0.042742,0.537569,0.07033,0.262404,-0.345313,0.023135,-0.057121,-0.288192,0.451987,0.003187,0.02671,0.170395,0.162414,0.144817,0.102075,0.617685,0.700391,0.514437,6.176849,0.071806,0.622882,border
0.67699,0.226279,1.556198,-0.964109,-1.048806,1.128633,-2.092742,1.170449,5.273981,5.202834,0.676583,0.224671,1.544644,-0.954239,-1.029433,1.117004,-2.071243,1.176802,4.997812,5.09436,0.673061,0.215034,1.479249,-0.883923,-0.929855,1.062298,-1.946221,1.211695,3.638857,4.537329,0.003522,0.660199,0.172554,1.240957,-0.644797,-0.695707,0.943691,-1.588489,1.248241,1.340709,3.221009,0.016384,0.012862,0.631499,0.064508,0.631919,-0.358666,-0.172445,0.460431,-0.819098,1.23099,0.103174,0.824779,0.045084,0.041562,0.0287,0.544638,0.049149,0.257053,-0.340559,0.022874,-0.059666,-0.280893,0.484695,0.002841,0.024489,0.131945,0.128423,0.115561,0.086861,0.619649,0.72368,0.4992,6.196488,0.087687,0.623288,border
0.667697,0.174268,1.723193,-0.859576,-1.266631,1.287914,-2.14749,1.288193,4.83229,5.931396,0.666396,0.169553,1.709815,-0.828302,-1.276902,1.299926,-2.128228,1.287559,4.449761,5.905345,0.659908,0.145721,1.63361,-0.675958,-1.280986,1.337619,-2.013577,1.288366,2.780331,5.637169,0.006488,0.649508,0.103457,1.365495,-0.466967,-0.951554,1.186371,-1.653338,1.298078,0.927151,4.041287,0.016887,0.0104,0.62905,0.041615,0.685457,-0.264318,-0.238643,0.583633,-0.847951,1.277004,0.072108,1.026042,0.037345,0.030858,0.020458,0.549442,0.030124,0.255879,-0.341117,0.023449,-0.064338,-0.276779,0.49997,0.002626,0.022574,0.116953,0.110466,0.100066,0.079608,0.623082,0.744083,0.493438,6.230817,0.098159,0.629186,border
0.659239,0.159256,1.918521,-0.410068,-1.877894,1.766466,-2.176534,1.351518,2.081235,7.795211,0.658818,0.156285,1.898581,-0.420128,-1.845066,1.743543,-2.163671,1.349643,1.961462,7.650538,0.656773,0.138408,1.776449,-0.460279,-1.625243,1.60458,-2.064859,1.342084,1.554742,6.735758,0.002045,0.650105,0.107088,1.441691,-0.381917,-1.080143,1.303575,-1.685491,1.336128,0.656752,4.468084,0.008713,0.006668,0.632302,0.062977,0.698177,-0.255179,-0.245931,0.59647,-0.851649,1.300348,0.068355,1.049171,0.026517,0.024472,0.017804,0.551652,0.020795,0.258834,-0.346609,0.024768,-0.070653,-0.275956,0.487688,0.002531,0.021079,0.107167,0.105122,0.098453,0.08065,0.627517,0.75307,0.499443,6.275165,0.098817,0.633297,border
0.66964,0.234332,1.931023,-0.379205,-1.895928,1.782912,-2.162117,1.377684,1.748057,7.827981,0.66998,0.231587,1.912218,-0.403083,-1.852349,1.750056,-2.153139,1.37774,1.766252,7.65816,0.670326,0.215737,1.786034,-0.495324,-1.580406,1.566477,-2.0618,1.375704,1.786536,6.599584,-0.000346,0.663486,0.185375,1.42341,-0.435469,-1.001643,1.230976,-1.666445,1.362624,0.809672,4.204386,0.006494,0.00684,0.641367,0.104281,0.661386,-0.337361,-0.187305,0.487984,-0.825345,1.305831,0.096342,0.868145,0.028613,0.028959,0.022119,0.551185,0.026644,0.265871,-0.356761,0.02677,-0.077786,-0.278975,0.446503,0.002577,0.020241,0.118796,0.119141,0.112301,0.090183,0.633552,0.750851,0.519082,6.335521,0.08911,0.638476,border
0.715816,0.332543,1.847684,-1.039494,-1.164189,1.183677,-2.223171,1.441883,6.372831,5.850782,0.714013,0.327859,1.827035,-1.01444,-1.161658,1.185124,-2.199565,1.436323,5.959869,5.775995,0.705304,0.303064,1.697027,-0.879004,-1.100945,1.169855,-2.04886,1.408663,3.970335,5.225647,0.008709,0.69197,0.257563,1.335775,-0.681818,-0.708473,0.942054,-1.623873,1.378104,1.49083,3.325006,0.022043,0.013334,0.65651,0.125998,0.619737,-0.51995,-0.070362,0.264683,-0.784633,1.285787,0.138902,0.564675,0.057502,0.048794,0.03546,0.54824,0.048107,0.277,-0.371566,0.02944,-0.084909,-0.286657,0.385828,0.002813,0.020354,0.165773,0.157064,0.14373,0.10827,0.64177,0.740637,0.55262,6.4177,0.071328,0.645233,border
0.755191,0.368687,1.681647,-1.432098,-0.412589,0.639747,-2.071845,1.440107,7.885154,3.75125,0.753922,0.368202,1.659455,-1.405773,-0.414156,0.638993,-2.044766,1.436547,7.351082,3.676673,0.745828,0.361039,1.52609,-1.257758,-0.398532,0.622183,-1.879941,1.414793,4.827055,3.213798,0.008094,0.726903,0.308716,1.194519,-1.030176,-0.196694,0.43815,-1.468326,1.370314,1.797743,1.894493,0.027019,0.018925,0.67263,0.127448,0.629051,-0.763016,0.088474,-0.04344,-0.719577,1.181225,0.123874,0.246023,0.081292,0.073199,0.054273,0.542051,0.073928,0.289103,-0.386247,0.031878,-0.088984,-0.297263,0.312811,0.003243,0.02171,0.211871,0.203778,0.184852,0.130579,0.648179,0.725503,0.592102,6.481787,0.048359,0.642036,border
0.793201,0.378982,1.398127,-1.567121,0.237529,0.053949,-1.62107,0.984128,3.880008,1.59796,0.792707,0.377766,1.398701,-1.578425,0.25654,0.036677,-1.615101,0.992151,3.746523,1.550213,0.788037,0.367142,1.378286,-1.615108,0.353672,-0.060462,-1.554646,1.016496,2.936515,1.256635,0.00467,0.764329,0.302407,1.175225,-1.480041,0.409743,-0.222013,-1.258028,1.230828,1.143062,0.611141,0.028378,0.023708,0.686741,0.095297,0.752339,-1.040254,0.254932,-0.323517,-0.716737,0.808537,0.086888,0.078,0.105967,0.101296,0.077588,0.53257,0.102248,0.300045,-0.398385,0.033684,-0.089747,-0.308638,0.243068,0.003813,0.023991,0.260137,0.255466,0.231758,0.15417,0.651982,0.70704,0.614294,6.519824,0.032989,0.644647,border
0.836044,0.318075,1.457808,-2.004263,0.94204,-0.670792,-1.333471,0.484728,1.79302,0.32043,0.835283,0.31424,1.467348,-2.020658,0.961498,-0.68249,-1.338168,0.512058,1.726854,0.306866,0.829045,0.28896,1.516244,-2.101779,1.056746,-0.738068,-1.363711,0.614959,1.433038,0.249952,0.006237,0.798013,0.213387,1.446481,-2.009204,0.969563,-0.724945,-1.284259,0.592934,1.103262,0.207599,0.03727,0.031032,0.695091,0.043627,0.9606,-1.310695,0.394629,-0.393682,-0.917013,0.250958,0.27464,0.146919,0.140191,0.133954,0.102922,0.519756,0.132492,0.307083,-0.40525,0.034522,-0.088311,-0.316939,0.187214,0.004295,0.026144,0.315527,0.309289,0.278257,0.175335,0.651209,0.701364,0.588468,6.512091,0.042032,0.658274,border
0.864178,0.162827,2.052384,-2.579113,1.206874,-0.349691,-2.229422,0.015933,12.741126,1.841723,0.862881,0.162905,2.05086,-2.588312,1.234432,-0.372436,-2.215877,0.023631,12.471672,1.781701,0.852728,0.156474,2.040202,-2.623861,1.35237,-0.476534,-2.147327,0.063844,11.195144,1.514887,0.010153,0.813795,0.100563,1.918206,-2.487864,1.249116,-0.486656,-2.001207,0.082935,7.888318,1.217498,0.049086,0.038933,0.690532,0.105631,1.151505,-1.497871,0.457018,-0.295814,-1.202058,0.087723,0.939393,0.416826,0.172349,0.162196,0.123263,0.502785,0.164261,0.305737,-0.401036,0.0334,-0.083896,-0.31714,0.143918,0.004391,0.027261,0.360096,0.349943,0.31101,0.187747,0.640822,0.741701,0.553875,6.40822,0.065633,0.642799,border
0.859199,0.150377,2.489113,-2.877591,1.050795,-0.007278,-2.870313,0.025133,36.377702,4.155684,0.858523,0.151753,2.518532,-2.917226,1.089655,-0.015594,-2.901632,0.028693,37.58394,4.218756,0.850033,0.163755,2.630967,-3.072496,1.256178,-0.053157,-3.019339,0.04234,42.337674,4.441247,0.00849,0.805437,0.203944,2.361329,-2.82294,1.192065,-0.149229,-2.673711,0.046896,25.433354,3.205412,0.053086,0.044596,0.671107,0.238761,1.253017,-1.564473,0.437826,-0.192877,-1.371597,0.049657,1.70177,0.696927,0.187415,0.178926,0.13433,0.482041,0.19596,0.294312,-0.384957,0.030617,-0.079099,-0.305858,0.115516,0.003832,0.025782,0.376482,0.367993,0.323396,0.189067,0.619939,0.754614,0.520117,6.199389,0.082844,0.608944,border
